IP,Access Time,HTTP Requests,Browser
107.0.0.0,17/Nov/2022:11:19:54 +0100,/~ikarmali/ian/index.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:11:19:54 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:11:19:54 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:11:19:54 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:11:19:54 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:15:08:12 +0100,/~ikarmali/ian/index.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:15:08:13 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:15:08:13 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:15:08:13 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:15:08:13 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:15:49:35 +0100,/~ikarmali/ian/forms/insert/regional.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:15:49:35 +0100,/~ikarmali/ian/forms/admin.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:10:46 +0100,/~ikarmali/ian/forms/admin.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:10 +0100,/~ikarmali/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/index.js,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/index.js,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/styles/styles.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/styles/styles.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/img/hpbanner.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:12 +0100,/~ikarmali/ian/img/hpbanner.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:14 +0100,/~ikarmali/ian/admin.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:14 +0100,/~ikarmali/ian/admin.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:14 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:14 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:14 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:14 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:19 +0100,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:19 +0100,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:19 +0100,/~ikarmali/ian/index.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:19 +0100,/~ikarmali/ian/index.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:19 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:19 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:36:20 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:36:20 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:37:22 +0100,/~ikarmali/ian/logout.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:37:22 +0100,/~ikarmali/ian/logout.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:37:22 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:37:22 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:37:22 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:37:22 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:37:23 +0100,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:37:23 +0100,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:37:23 +0100,/~ikarmali/ian/index.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:37:23 +0100,/~ikarmali/ian/index.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:37:23 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:37:23 +0100,/~ikarmali/ian/styles/fontface.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
107.0.0.0,17/Nov/2022:17:37:23 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
10.82.185.83,17/Nov/2022:17:37:23 +0100,/~ikarmali/ian/styles/img/newbanner.webp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
